default,amount,grade,years,ownership,income,age
1,19750,3,3.0,0,65000.0,22
0,5700,0,12.0,3,46000.0,24
1,5000,2,4.0,3,58106.0,41
0,2000,2,8.0,3,44304.0,21
1,3000,3,0.0,3,35244.0,22
1,3500,3,3.0,0,50000.0,26
0,25000,3,0.0,0,97000.0,33
0,13000,1,5.0,3,70000.0,39
1,3300,2,3.0,3,18000.0,33
0,7000,2,1.0,3,54000.0,22
0,9300,0,0.0,0,45760.0,27
0,8000,0,1.0,0,70000.0,22
1,3500,1,13.0,3,55000.0,32
1,4750,3,1.0,0,29952.0,23
0,21000,2,17.0,0,120000.0,25
0,8200,0,0.0,3,40000.0,26
0,8000,2,1.0,3,72100.0,31
0,15000,0,0.0,0,63000.0,39
0,10000,0,2.0,0,32400.0,21
0,10000,2,1.0,2,53000.0,35
1,10000,3,8.0,0,90305.0,31
0,5325,3,5.0,0,39300.0,22
1,3000,0,11.0,0,65000.0,27
0,23800,1,6.0,0,47600.0,30
0,10000,1,4.0,0,44000.0,22
0,5000,2,21.0,3,68004.0,33
1,4000,5,7.0,0,70000.0,24
0,10000,1,4.0,0,108000.0,28
0,15000,1,0.0,2,40000.0,26
1,25000,3,28.0,0,160000.0,35
0,2500,4,2.0,0,20004.0,23
0,13000,0,1.0,0,130000.0,22
1,11500,0,1.0,0,27600.0,25
0,5000,1,1.0,2,25000.0,26
1,1200,2,2.0,0,48000.0,29
1,10000,1,0.0,0,34000.0,53
0,12000,1,2.0,3,38000.0,32
0,7000,0,6.0,3,37200.0,25
0,3000,1,2.0,3,15840.0,57
0,4000,1,0.0,2,96000.0,25
1,6775,1,5.0,0,84000.0,27
1,5000,2,0.0,0,61000.0,29
0,12000,2,8.0,0,78000.0,26
0,1700,2,1.0,3,40000.0,28
1,15000,3,12.0,3,54000.0,31
0,10000,1,7.0,3,68000.0,30
1,3000,2,2.0,3,55000.0,25
0,12000,0,16.0,0,55000.0,21
0,10000,0,7.0,0,70000.0,30
0,4800,1,0.0,3,48000.0,24
1,1200,2,3.0,3,26400.0,23
1,1625,3,3.0,0,21120.0,22
0,9000,1,3.0,0,41000.0,24
1,3000,1,2.0,3,76000.0,32
0,16500,0,18.0,0,107900.0,26
1,20000,1,5.0,0,95000.0,23
0,6000,1,4.0,3,50000.0,26
1,5000,3,0.0,3,48000.0,29
0,10000,1,11.0,2,48000.0,33
1,10800,3,9.0,3,75000.0,23
0,6000,1,3.0,2,24000.0,22
1,5000,3,0.0,3,66000.0,27
0,5000,1,11.0,3,50000.0,29
1,12000,1,17.0,3,57200.0,28
1,3200,4,5.0,3,15600.0,22
1,2500,6,4.0,0,45600.0,27
1,3000,2,1.0,3,30000.0,24
0,6000,2,5.0,3,50000.0,24
1,12000,1,4.0,3,24996.0,22
1,15000,3,7.0,0,66000.0,26
0,25000,3,1.0,3,98000.0,31
1,12000,0,3.0,3,187000.0,34
0,4900,0,7.0,0,90000.0,23
0,3200,0,1.0,3,43000.0,30
1,10300,0,0.0,3,29856.0,23
1,2500,1,6.08633190118,0,32400.0,28
1,9375,1,1.0,3,30000.0,22
0,7200,0,11.0,2,10080.0,33
1,10000,2,0.0,3,95000.0,25
1,6000,0,6.0,0,26400.0,27
0,1000,1,3.0,3,36000.0,23
0,3200,1,2.0,3,27600.0,25
1,5000,0,2.0,3,48000.0,31
0,6000,0,15.0,0,55000.0,24
0,12000,0,14.0,0,150000.0,29
0,12000,1,16.0,0,78000.0,28
1,6075,1,2.0,3,12000.0,32
0,24400,0,6.0,0,90000.0,27
1,6000,1,1.0,3,37000.0,23
0,4000,0,2.0,0,75000.0,26
0,8000,0,2.0,3,52000.0,24
0,7200,0,2.0,3,35000.0,28
0,35000,3,12.0,2,115000.0,29
0,7200,1,6.0,3,135000.0,25
1,10000,3,5.0,3,71600.0,26
0,9000,0,26.0,3,59520.0,29
1,10000,3,0.0,3,48000.0,23
1,8000,1,16.0,3,120000.0,37
0,6000,0,3.0,0,50400.0,33
0,5000,2,7.0,0,100000.0,42
0,6250,1,4.0,3,18000.0,29
0,4150,1,4.0,3,100000.0,23
0,9000,0,0.0,0,30000.0,32
0,11700,2,2.0,0,55600.0,24
0,7000,3,2.0,3,46000.0,29
1,6000,1,1.0,3,76000.0,31
1,8000,1,3.0,3,36500.0,36
1,5000,1,22.0,0,38400.0,23
1,6200,1,0.0,2,24000.0,31
1,7200,1,0.0,3,31700.0,21
0,10000,1,15.0,3,43000.0,27
0,16000,0,18.0,0,78500.0,25
0,11500,1,3.0,3,74000.0,24
0,2500,4,7.0,3,27024.0,25
0,4000,3,27.0,3,45000.0,23
0,9000,0,0.0,0,74000.0,29
1,4000,0,7.0,0,35000.0,22
0,7000,1,4.0,0,60000.0,26
0,6000,4,0.0,3,51000.0,24
1,21250,1,5.0,3,37000.0,22
0,8400,1,7.0,0,28800.0,23
0,8400,0,2.0,3,49872.0,35
0,2100,1,0.0,3,33500.0,27
1,12000,1,7.0,3,37200.0,22
1,2500,1,0.0,3,13200.0,22
0,4000,0,15.0,3,62500.0,25
0,10400,0,0.0,3,30456.0,27
0,14000,0,12.0,3,30000.0,22
0,20000,2,9.0,3,106000.0,30
0,10000,1,6.0,3,45000.0,22
0,7200,0,11.0,2,10080.0,33
0,3000,1,3.0,3,24000.0,22
0,5600,1,8.0,3,57995.0,29
0,24250,3,9.0,2,127500.0,26
1,12000,0,28.0,0,26004.0,22
0,20000,1,3.0,3,172500.0,26
1,1200,3,2.0,3,10000.0,27
0,15000,1,5.0,2,160000.0,25
1,11200,3,5.0,3,26000.0,22
0,18300,1,9.0,0,108000.0,26
0,725,0,1.0,3,12000.0,27
1,6725,0,6.0,0,36000.0,23
1,5000,0,11.0,0,54000.0,26
0,6000,3,7.0,0,55777.0,30
1,16450,1,0.0,2,38400.0,33
0,10000,3,12.0,3,61000.0,29
0,5000,3,8.0,0,72000.0,38
1,10000,1,10.0,3,39000.0,22
0,1850,1,0.0,3,42000.0,30
1,10000,1,7.0,3,120000.0,23
1,1800,1,2.0,2,24449.16,22
0,11000,1,3.0,3,39000.0,27
0,10000,2,4.0,3,44160.0,23
1,3500,2,17.0,2,18000.0,28
0,1200,0,4.0,3,9960.0,24
1,8500,0,40.0,0,60000.0,26
0,7125,0,6.08633190118,2,21600.0,21
0,4775,1,4.0,0,51000.0,36
1,5000,4,2.0,3,36000.0,27
1,3000,1,0.0,3,19200.0,23
0,17000,1,4.0,3,61000.0,32
0,10500,0,3.0,3,29000.0,40
0,16000,2,0.0,0,100000.0,24
0,12000,0,3.0,0,77000.0,43
0,9000,1,6.08633190118,3,36000.0,23
0,4200,2,8.0,0,72061.0,44
1,25000,3,4.0,0,128000.0,27
1,6125,3,1.0,0,40300.0,28
1,5000,2,6.0,3,35000.0,26
1,5275,2,4.0,3,15600.0,29
1,9750,3,1.0,3,39000.0,31
0,10000,0,7.0,0,45000.0,21
1,3000,2,0.0,3,42000.0,23
1,25000,4,5.0,3,75000.0,27
0,1675,1,3.0,3,24960.0,23
0,1325,0,17.0,2,39456.0,24
0,6200,0,7.0,0,62000.0,24
0,8000,0,2.0,3,78000.0,31
1,13000,0,6.0,3,42000.0,26
0,12000,1,0.0,2,23004.0,36
1,14400,3,1.0,3,36120.0,38
1,14500,3,1.0,3,36000.0,21
1,3400,3,1.0,3,32004.0,32
0,5000,0,4.0,0,45000.0,21
0,6000,1,1.0,0,150000.0,26
1,8000,2,9.0,3,42000.0,25
1,22000,2,19.0,3,49000.0,25
0,9600,2,14.0,3,58000.0,26
0,10000,1,0.0,3,80000.0,25
0,6000,1,32.0,0,75000.0,23
0,4800,2,4.0,3,42000.0,22
0,4400,1,0.0,0,48000.0,24
0,19200,0,3.0,3,60000.0,28
0,6500,4,0.0,3,21840.0,27
1,14000,2,9.0,0,87000.0,30
1,6000,3,3.0,3,15000.0,22
1,5500,0,6.08633190118,0,36780.0,25
0,7000,1,25.0,0,70000.0,24
0,15000,1,10.0,0,75000.0,23
1,35000,3,14.0,2,100000.0,23
1,25000,2,6.0,3,115000.0,36
0,9000,1,1.0,3,41000.0,28
1,10000,2,0.0,3,39000.0,25
1,6000,1,6.0,0,48000.0,29
0,10000,3,0.0,3,85000.0,23
0,2500,0,6.0,0,81000.0,28
0,20000,0,1.0,2,158000.0,29
0,11000,1,3.0,3,90000.0,35
0,12000,2,4.0,3,42000.0,23
1,5000,1,6.0,0,77000.0,24
0,3200,0,12.0,0,82000.0,26
0,11500,0,5.0,0,29000.0,23
0,25000,3,4.0,0,67100.0,24
0,6425,2,0.0,3,70000.0,24
0,25000,3,8.0,0,160000.0,24
0,4000,0,0.0,3,45000.0,28
1,8400,3,8.0,0,56000.0,27
1,7000,0,8.0,0,39000.0,36
0,4500,0,10.0,0,95000.0,23
1,7550,1,21.0,3,73000.0,26
1,2000,0,6.08633190118,0,12600.0,22
0,6600,0,25.0,2,26400.0,35
0,3100,0,4.0,0,56004.0,27
1,3325,3,0.0,3,75000.0,27
1,18000,1,3.0,0,85000.0,27
1,7200,4,5.0,3,35000.0,37
1,5000,3,6.0,3,50000.0,23
0,21600,2,2.0,2,95000.0,41
1,20000,2,21.0,0,100000.0,33
0,10000,1,18.0,3,88000.0,26
0,15000,1,5.0,3,65000.0,29
0,25000,5,0.0,0,225000.0,25
0,3000,0,7.0,0,54000.0,23
1,7500,2,7.0,0,92004.0,26
0,6000,3,4.0,3,18996.0,22
0,9350,0,4.0,3,50000.0,22
0,3000,0,2.0,3,42000.0,23
1,6000,4,0.0,3,50000.0,34
0,11350,0,6.0,3,43200.0,33
1,15000,3,2.0,0,99996.0,29
0,6000,0,11.0,0,98004.0,43
1,13750,2,2.0,0,42000.0,25
1,4400,2,15.0,0,51480.0,23
0,7500,1,11.0,0,79000.0,25
0,9000,1,0.0,3,23900.0,22
0,11700,0,6.08633190118,0,77705.88,23
0,10000,3,0.0,3,46000.0,42
0,9600,0,5.0,0,50000.0,32
0,8000,1,5.0,0,35000.0,35
1,7200,0,26.0,0,61200.0,22
0,7500,0,4.0,3,48000.0,23
0,8575,1,26.0,0,120000.0,24
1,20000,4,9.0,3,186462.0,36
0,10000,0,2.0,0,37000.0,23
1,3000,1,12.0,3,64800.0,23
0,3000,1,0.0,3,21000.0,41
0,5000,3,3.0,3,42000.0,29
0,4750,2,0.0,0,25000.0,23
0,8500,0,3.0,0,42000.0,24
1,4000,1,0.0,3,130068.0,24
0,5500,2,0.0,3,73700.0,24
0,2500,2,2.0,3,14400.0,26
1,4000,4,6.08633190118,2,37200.0,25
0,7000,0,0.0,3,60000.0,24
0,1500,2,2.0,3,26000.0,29
0,4000,1,3.0,3,31200.0,24
1,12000,2,6.0,3,25200.0,34
0,5000,1,0.0,0,38400.0,23
0,16000,1,14.0,0,92000.0,34
0,9200,1,6.08633190118,2,32496.0,27
1,6000,3,9.0,0,65827.0,47
1,18000,3,8.0,3,48000.0,24
1,3400,1,17.0,0,76145.0,25
1,2000,0,3.0,3,45000.0,25
1,2400,2,3.0,3,60000.0,24
1,10000,3,8.0,3,68000.0,32
0,3000,1,2.0,3,27600.0,21
1,20000,2,3.0,3,108901.0,25
0,1000,2,6.08633190118,3,24000.0,30
1,16400,2,5.0,2,54996.0,27
0,4000,2,5.0,3,86095.0,27
0,15000,3,3.0,3,45000.0,26
1,20000,2,9.0,3,69000.0,30
1,12000,3,22.0,3,72000.0,25
1,1500,1,6.08633190118,3,30000.0,28
1,4325,0,1.0,3,48000.0,23
0,10000,3,3.0,3,57600.0,23
0,5050,3,8.0,3,40000.0,26
0,9000,0,3.0,0,110000.0,36
1,7500,3,1.0,3,37000.0,28
0,10000,1,0.0,0,85000.0,24
0,6000,0,33.0,0,120000.0,23
0,7000,0,5.0,3,60000.0,24
0,16000,4,3.0,3,139992.0,23
0,1600,2,2.0,3,23000.0,24
1,20000,1,13.0,3,75000.0,28
0,8000,1,5.0,3,27996.0,30
0,7000,0,5.0,0,43000.0,21
0,10000,2,1.0,0,100000.0,29
1,16000,1,0.0,0,93000.0,23
0,10000,1,1.0,3,45000.0,28
1,10000,0,1.0,3,30000.0,22
0,3600,1,4.0,3,31000.0,22
0,4000,1,3.0,0,45000.0,22
1,3000,0,1.0,3,54000.0,25
1,10500,0,20.0,0,48000.0,23
0,5000,2,0.0,3,32000.0,41
1,13800,2,2.0,3,57600.0,27
1,3500,0,2.0,3,12996.0,22
0,12000,0,2.0,0,120000.0,24
0,12000,0,2.0,0,44000.0,21
0,8500,1,2.0,0,55000.0,26
1,15000,1,8.0,0,50000.0,23
0,11500,1,5.0,0,34000.0,22
1,21200,1,20.0,0,60000.0,23
0,7200,0,4.0,0,105000.0,23
1,6000,0,6.08633190118,3,21640.0,24
0,18000,1,12.0,3,66000.0,25
1,35000,0,0.0,0,150000.0,31
0,12000,4,2.0,3,85000.0,25
0,9200,0,1.0,0,68000.0,40
0,9225,0,5.0,2,45996.0,26
0,3500,3,4.0,3,48000.0,28
0,4000,1,1.0,3,35000.0,31
0,5000,0,8.0,3,60000.0,30
0,18250,1,0.0,3,34000.0,22
0,13000,0,2.0,0,72100.0,22
1,8000,3,15.0,2,45678.84,28
0,7500,0,2.0,0,48000.0,33
0,16800,0,3.0,0,121000.0,27
1,8000,2,0.0,3,13000.0,31
0,15000,0,13.0,0,97781.0,23
1,14000,1,6.0,0,90000.0,23
0,6000,0,4.0,0,76486.08,26
1,7000,2,4.0,3,45000.0,27
1,3200,1,11.0,0,77000.0,22
1,3000,1,1.0,3,42000.0,22
0,8000,2,9.0,3,64000.0,31
0,15000,2,3.0,0,80300.0,34
0,12000,0,3.0,3,52000.0,32
1,3000,2,6.08633190118,2,57600.0,27
0,6400,1,4.0,3,75000.0,24
0,6000,2,27.0,2,75000.0,27
0,19750,2,0.0,3,45000.0,36
0,1000,1,3.0,0,35138.4,25
0,2100,1,3.0,3,39000.0,27
1,9000,0,3.0,0,86400.0,23
0,16750,1,15.0,0,42000.0,49
0,5000,2,3.0,3,65000.0,23
0,11200,0,9.0,0,87000.0,22
1,10000,2,3.0,0,30000.0,22
1,7000,0,12.0,3,66000.0,24
0,2500,1,1.0,3,115000.0,32
0,12000,0,2.0,3,42000.0,25
1,3300,2,0.0,2,41196.0,33
1,11200,1,3.0,3,75000.0,30
0,3000,1,5.0,0,34800.0,27
0,14000,0,5.0,3,36000.0,34
1,14400,2,3.0,0,48000.0,48
0,6500,1,9.0,0,57600.0,24
0,4000,0,8.0,2,26748.0,45
1,9600,0,3.0,3,65000.0,26
1,9000,1,4.0,0,145000.0,26
1,12250,0,4.0,0,40000.0,26
0,1500,1,13.0,0,35000.0,41
1,28000,0,4.0,0,118000.0,24
1,7650,4,4.0,3,39000.0,29
0,7500,1,1.0,2,22300.0,23
0,17300,3,8.0,0,56400.0,22
0,12000,2,0.0,3,48000.0,26
0,5000,2,24.0,3,90000.0,23
0,6000,3,1.0,3,45000.0,23
0,6000,2,3.0,3,46000.0,25
0,2700,1,6.0,3,15000.0,30
0,16775,2,7.0,3,83000.0,30
0,8000,0,5.0,0,70000.0,25
0,25000,1,19.0,0,102489.4,30
0,11000,0,9.0,3,43000.0,24
0,5000,1,6.0,0,69996.0,24
1,9725,1,8.0,2,50000.0,29
1,3000,1,7.0,3,80400.0,33
0,21000,1,3.0,3,80000.0,23
1,2050,1,1.0,3,30000.0,31
0,9175,1,15.0,2,25000.0,32
0,10000,2,4.0,3,33000.0,23
0,12000,0,1.0,0,1200000.0,32
0,10000,0,0.0,3,90000.0,23
0,7400,4,0.0,3,48000.0,25
0,10000,2,8.0,0,72000.0,34
0,12000,0,0.0,0,95400.0,21
0,2150,1,0.0,3,20000.0,28
1,5000,1,13.0,3,55000.0,30
0,3000,0,9.0,0,48156.0,22
0,12000,1,0.0,0,65000.0,49
1,15000,1,3.0,0,182496.0,27
0,5000,0,6.0,3,34000.0,25
0,16000,0,13.0,0,90000.0,22
0,21000,1,6.0,3,117000.0,29
0,6400,2,0.0,3,25000.0,23
0,1600,1,2.0,0,30000.0,29
0,12000,1,13.0,2,33000.0,22
0,15000,1,0.0,0,19500.0,21
0,4500,0,3.0,0,58000.0,21
1,6000,3,4.0,3,55000.0,21
0,3200,0,3.0,2,50000.0,28
0,9000,3,34.0,3,56000.0,24
1,2000,0,22.0,0,63600.0,35
0,5000,2,1.0,2,85000.0,25
0,7000,0,14.0,0,25000.0,26
1,6000,0,2.0,3,37200.0,27
1,10000,1,4.0,0,73524.0,24
1,24000,1,4.0,0,90000.0,28
1,25000,1,4.0,0,80000.0,23
1,6000,2,12.0,3,58800.0,22
0,2000,0,0.0,3,44000.0,30
0,7975,0,8.0,0,40800.0,22
0,4075,0,6.0,0,45000.0,24
0,6500,2,0.0,3,55000.0,38
1,6000,0,0.0,3,50000.0,40
1,4800,2,4.0,3,36000.0,22
0,4000,2,0.0,3,17500.0,21
1,3800,3,0.0,2,20400.0,22
0,11500,0,17.0,2,60000.0,22
0,7500,0,3.0,0,83000.0,31
0,9000,2,2.0,3,34000.0,24
0,15000,3,3.0,0,58000.0,24
0,6500,1,2.0,3,26400.0,29
1,6000,1,4.0,3,38004.0,30
0,6000,1,20.0,3,80490.0,24
0,10000,0,6.0,3,79200.0,28
0,20000,4,0.0,0,120000.0,25
0,5000,2,5.0,3,87000.0,36
1,14400,1,8.0,3,125000.0,25
0,9300,0,11.0,0,96900.0,24
0,17000,0,3.0,3,55782.0,24
1,10000,3,40.0,3,30000.0,28
0,8000,3,2.0,3,45000.0,41
0,7000,0,2.0,3,50000.0,26
1,2800,2,3.0,0,45325.0,23
0,24000,1,29.0,0,85000.0,25
1,8000,2,5.0,0,52000.0,31
0,21000,0,1.0,0,144000.0,36
1,2000,3,2.0,3,14400.0,26
1,1950,1,0.0,0,100128.0,24
0,4000,0,7.0,3,33000.0,27
1,8000,3,3.0,3,52000.0,26
0,20000,1,2.0,0,135000.0,31
0,15000,0,15.0,0,148000.0,22
0,8500,0,5.0,3,64777.55,38
0,5000,0,7.0,0,44000.0,25
0,3200,0,2.0,2,9600.0,24
1,6250,3,4.0,0,28000.0,43
0,10000,2,7.0,0,38400.0,24
0,15000,3,3.0,3,52800.0,32
0,3600,1,4.0,3,53000.0,33
1,9400,0,6.0,3,33000.0,41
1,16250,1,5.0,3,53000.0,26
1,20000,3,2.0,3,52000.0,22
0,6000,0,0.0,3,33500.0,33
1,3000,2,7.0,3,31400.0,31
1,9600,1,3.0,0,39996.0,31
0,8500,2,8.0,0,69383.0,22
0,16500,0,18.0,0,107900.0,26
1,10000,1,0.0,3,43200.0,53
0,2800,2,4.0,0,25000.0,21
1,4800,4,11.0,3,73200.0,22
0,15000,0,11.0,0,110004.0,25
1,10000,2,18.0,3,32000.0,23
0,1450,2,0.0,3,17000.0,29
1,8500,2,1.0,0,78000.0,22
1,20000,4,2.0,0,68000.0,25
0,5200,0,8.0,0,48000.0,32
0,6000,1,6.0,3,45000.0,38
0,15000,0,15.0,0,95200.0,32
1,22500,0,3.0,0,50000.0,26
0,1000,3,22.0,0,42588.0,21
1,6000,0,3.0,2,50000.0,22
0,4000,1,1.0,3,26000.0,23
0,33000,4,13.0,0,220000.0,32
1,20000,2,8.0,3,75000.0,35
1,7200,0,5.0,2,25000.0,23
0,4525,0,6.08633190118,2,24960.0,22
0,3500,2,1.0,3,26400.0,22
1,25000,1,9.0,0,84000.0,24
0,4000,1,17.0,0,45000.0,25
1,10000,3,4.0,0,90000.0,28
1,25000,2,1.0,0,130000.0,34
0,25000,4,4.0,0,72400.0,24
1,10000,0,20.0,2,59000.0,28
0,6000,0,2.0,3,47000.0,22
1,14500,2,3.0,3,57996.0,22
0,15000,0,13.0,0,100000.0,22
0,20000,3,0.0,1,79404.0,25
0,4200,0,8.0,0,66000.0,31
1,3000,2,4.0,3,18000.0,23
0,14850,0,8.0,3,31500.0,25
1,5000,1,3.0,3,52000.0,43
0,4000,0,0.0,3,55000.0,26
1,6000,1,3.0,3,45600.0,26
0,4400,1,7.0,2,26496.0,34
1,12000,1,1.0,0,94800.0,23
0,8000,0,2.0,0,64000.0,34
1,7000,0,6.08633190118,0,45000.0,24
1,12000,3,16.0,3,250000.0,27
0,18325,0,11.0,0,159960.0,26
0,2000,2,24.0,0,30000.0,22
1,12000,0,23.0,0,53000.0,25
1,2000,2,2.0,2,35000.0,34
1,7000,2,18.0,3,67350.0,28
0,6500,0,26.0,0,38500.0,21
0,7000,2,2.0,3,24000.0,26
0,3000,1,0.0,0,129600.0,25
1,5000,2,15.0,3,83004.0,32
0,12000,2,3.0,0,45000.0,39
1,2500,3,6.0,3,38400.0,33
1,10000,1,9.0,3,35004.0,34
0,12000,0,11.0,0,65000.0,26
1,4000,1,1.0,0,35000.0,28
0,3000,2,38.0,0,105000.0,24
1,10000,1,3.0,0,80000.0,22
0,1800,2,0.0,3,57000.0,22
1,12000,2,9.0,0,88000.0,31
1,7200,1,6.0,3,50000.0,35
0,20000,4,13.0,0,90996.0,24
0,17500,4,7.0,3,54996.0,24
1,4500,4,2.0,3,21000.0,25
0,4800,1,5.0,3,26004.0,22
0,3300,1,1.0,0,45000.0,22
0,7800,1,3.0,0,26000.0,23
1,7000,2,7.0,2,60000.0,49
0,12475,0,5.0,0,66000.0,48
1,7500,3,7.0,0,50000.0,21
0,7000,0,3.0,2,42000.0,22
1,20000,4,18.0,3,76000.0,24
1,5000,2,1.0,2,30000.0,33
0,12000,3,5.0,3,72000.0,34
1,7000,4,5.0,2,46800.0,25
0,7200,0,22.0,0,40200.0,21
0,20000,0,4.0,0,59000.0,22
1,4500,1,1.0,0,42000.0,26
0,15000,2,3.0,3,122000.0,27
1,20000,3,15.0,0,100000.0,25
1,15450,4,5.0,0,42000.0,28
0,16000,1,20.0,0,300000.0,34
0,10000,1,5.0,3,39600.0,22
0,10000,1,0.0,0,75000.0,32
1,1300,2,3.0,3,9600.0,24
0,7000,1,11.0,0,59147.0,27
1,3600,2,6.0,0,98000.0,33
0,12000,2,5.0,0,54000.0,22
0,20000,1,0.0,3,100000.0,22
0,20000,1,10.0,0,81600.0,25
0,3050,0,13.0,0,30000.0,46
0,8500,1,9.0,0,42000.0,29
1,8400,0,12.0,3,72000.0,28
0,9000,1,5.0,0,120000.0,29
0,8000,1,0.0,3,26000.0,22
0,35000,0,0.0,0,144000.0,35
1,12000,3,12.0,0,54000.0,22
1,12000,2,1.0,3,79500.0,23
0,8000,1,3.0,3,52000.0,26
1,18250,2,8.0,3,52000.0,25
0,4000,2,4.0,3,54000.0,27
1,25000,3,3.0,0,134000.0,35
0,8000,1,3.0,3,50000.0,24
0,3000,0,2.0,3,64200.0,40
0,23750,1,6.0,0,80000.0,27
1,7200,1,0.0,3,14400.0,22
0,12000,0,7.0,3,91392.0,23
0,5000,0,0.0,0,95000.0,28
0,19775,1,2.0,3,49110.32,30
0,7000,0,12.0,3,75000.0,36
1,14000,0,11.0,2,45600.0,23
0,3250,3,4.0,2,25920.0,24
1,19275,4,8.0,3,33600.0,40
1,8400,2,6.08633190118,0,66000.0,27
1,2500,0,6.08633190118,2,12000.0,21
0,25000,1,9.0,0,125000.0,24
0,4000,1,2.0,3,24000.0,23
0,7250,0,0.0,3,20800.0,30
0,1500,0,2.0,3,32004.0,35
1,2400,3,1.0,3,30000.0,21
0,15000,1,18.0,3,28000.0,22
1,15000,3,1.0,3,110000.0,60
1,5800,0,6.08633190118,3,26988.0,31
1,22000,2,4.0,0,83200.0,23
0,5600,0,16.0,3,43000.0,32
0,10000,1,1.0,3,145000.0,26
0,12000,0,5.0,0,80000.0,25
0,8000,0,5.0,3,45286.8,23
1,8000,2,0.0,0,37732.83,35
1,10000,0,18.0,0,55000.0,22
1,5600,3,1.0,3,45000.0,22
1,6000,1,1.0,2,35000.0,36
0,8000,1,6.0,3,25000.0,43
0,3500,1,4.0,0,59000.0,26
0,12000,1,5.0,0,100000.0,24
1,15250,1,4.0,0,90000.0,23
0,9500,0,3.0,3,60000.0,36
1,11225,3,14.0,0,31356.0,22
1,2500,2,7.0,0,40000.0,28
1,5000,3,14.0,0,89000.0,24
1,8000,3,0.0,3,41600.0,30
1,3550,1,4.0,3,38400.0,29
1,4200,3,3.0,3,22560.0,22
1,2775,3,0.0,3,25000.0,37
0,6300,1,5.0,2,28000.0,30
0,4000,3,0.0,2,31193.0,22
0,18000,0,11.0,0,99000.0,22
1,20000,1,5.0,0,100970.0,27
0,10000,1,5.0,0,75000.0,25
1,12000,3,5.0,3,125000.0,32
1,5350,2,6.0,0,52000.0,36
1,4000,2,11.0,3,45000.0,37
1,14500,2,3.0,3,43200.0,25
0,10000,2,0.0,0,80000.0,27
1,6000,1,21.0,3,63000.0,31
0,4000,3,27.0,0,50000.0,34
1,8000,2,1.0,2,30000.0,47
0,20000,1,7.0,0,65004.0,26
0,10000,0,0.0,3,25000.0,34
1,10000,1,12.0,3,30000.0,22
0,3000,1,9.0,0,88200.0,26
0,12000,0,3.0,2,67000.0,22
0,6400,0,21.0,2,44000.0,23
0,1000,2,1.0,3,25000.0,26
0,9500,1,2.0,3,65000.0,47
0,3600,0,14.0,2,67000.0,29
0,17600,2,6.08633190118,3,59256.0,25
1,12000,3,1.0,3,84000.0,23
0,5200,0,2.0,3,30000.0,28
0,1400,1,0.0,3,10000.0,24
0,10000,2,0.0,2,37000.0,41
1,3000,2,3.0,0,108000.0,27
0,5600,0,12.0,0,72000.0,37
1,20000,2,7.0,3,76000.0,26
0,5500,1,1.0,3,57000.0,25
0,6000,2,3.0,3,22600.0,21
0,12000,0,2.0,0,44000.0,21
0,14500,0,3.0,3,55000.0,24
0,12800,1,1.0,0,99600.0,25
0,7000,0,2.0,3,31200.0,25
1,4200,0,12.0,3,35000.0,22
0,10000,1,3.0,0,54000.0,28
0,13000,1,8.0,3,69996.0,23
0,10000,2,4.0,3,54996.0,36
0,10000,3,1.0,3,26000.0,36
1,15000,1,1.0,3,40000.0,23
1,5725,2,3.0,0,22404.0,28
1,7000,1,23.0,0,98100.0,23
0,18600,2,2.0,3,99700.0,28
1,6400,4,6.0,3,75000.0,26
0,10000,0,1.0,0,60000.0,22
0,17800,1,6.0,0,61781.0,24
0,3000,0,4.0,3,45000.0,24
1,3000,2,11.0,3,45000.0,26
0,1000,2,2.0,3,16800.0,22
0,14000,0,4.0,3,80000.0,32
0,5000,1,0.0,3,75000.0,30
1,7500,2,1.0,3,26300.0,38
1,7200,2,0.0,0,114000.0,34
1,9600,1,1.0,3,28800.0,21
0,10000,2,0.0,0,100000.0,26
0,12000,1,0.0,3,65000.0,27
1,3000,1,14.0,3,43000.0,23
1,1200,1,0.0,3,34000.0,26
0,7000,0,11.0,0,57738.0,23
0,10375,0,6.0,0,79000.0,22
0,4000,1,3.0,0,60000.0,24
0,4500,1,21.0,0,60000.0,30
0,20000,0,2.0,3,50000.0,55
1,28000,3,13.0,2,76000.0,29
0,25000,3,0.0,0,120000.0,24
1,5500,3,2.0,3,21700.0,21
0,6000,0,10.0,2,43200.0,22
1,10000,2,3.0,3,48000.0,25
1,9200,1,6.08633190118,3,22800.0,22
0,9600,1,2.0,3,85000.0,23
0,5000,0,19.0,3,60000.0,28
0,3000,0,3.0,3,25000.0,24
0,8000,0,4.0,3,43300.0,24
0,6400,2,3.0,3,30000.0,23
0,5400,0,1.0,0,98406.0,32
1,10000,1,28.0,0,56820.0,28
0,6000,0,15.0,3,125004.0,28
1,1500,0,5.0,3,30000.0,35
1,2200,2,6.08633190118,3,15000.0,29
0,10000,0,0.0,3,30000.0,24
0,2500,0,5.0,0,28000.0,23
0,3500,2,1.0,0,60000.0,40
0,15000,1,14.0,0,90000.0,29
0,10000,0,13.0,0,54000.0,30
0,5000,0,7.0,3,62000.0,27
1,7000,3,3.0,3,120000.0,32
1,9000,1,7.0,3,33600.0,21
0,10000,1,2.0,2,30000.0,32
